year,fac_no,name,beg_date,end_date,county_name,type_centrl,patient_days,tot_hc_rev,tot_hc_exp,nonhc_net,inc_tax,ext_item,net_income
2011,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,7/1/2010 0:00,6/30/2011 0:00,Shasta,Investor Owned,39092,11791036,10506101,0,0,14726,1270209
2015,206471079,SHASTA VIEW NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Siskiyou,Investor Owned,11482,2443624,3859953,95738,800,0,-1321391
2014,206471079,SHASTA VIEW NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Siskiyou,Investor Owned,14738,3607025,4194222,740,800,0,-587257
2013,206471079,SHASTA VIEW NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Siskiyou,Investor Owned,17827,4271433,4211631,439,800,0,59441
2012,206471079,SHASTA VIEW NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Siskiyou,Investor Owned,17655,3998346,3773181,172,800,0,224537
2011,206471079,SHASTA VIEW NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Siskiyou,Investor Owned,17763,3862941,3950008,1811,800,0,-86056
2015,206480917,SPRINGS ROAD HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,19800,5959632,5445406,1546,0,0,515772
2014,206480917,SPRINGS ROAD HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,20237,6028401,5387478,0,0,0,640923
2013,206480917,SPRINGS ROAD HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,19827,5942369,5344823,0,0,0,597546
2012,206480917,SPRINGS ROAD HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,20267,6111506,5282523,0,0,0,828983
2011,206480917,SPRINGS ROAD HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,19526,6363935,5738891,0,0,0,625044
2015,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Solano,Not-for-Profit,18072,4938499,4382182,1357,0,0,557674
2014,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Solano,Not-for-Profit,18587,4859055,4169398,423,0,0,690080
2013,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Solano,Not-for-Profit,17853,4566849,4066283,0,0,0,500566
2012,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Solano,Not-for-Profit,18488,4868758,4144169,0,0,0,724589
2011,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Solano,Not-for-Profit,17528,4664034,4383599,0,0,0,280435
2015,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,25768,7255797,8251430,3614,800,0,-992819
2014,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,31952,9548651,9532994,2407,800,0,17264
2013,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,31428,9530332,9574741,642,800,0,-44567
2012,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,30737,9902926,9447709,231,800,0,454648
2011,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,33191,9552912,10133592,780,800,0,-580700
2015,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,53415,18137409,15784794,4284,12590,0,2344309
2014,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,54259,17264864,15815594,1520,12590,0,1438200
2013,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,51033,15363388,14769861,0,0,0,593527
2012,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,48450,14919448,14753794,0,0,0,165654
2011,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,48230,15744687,14314722,0,0,0,1429965
2014,206481018,CRESTWOOD MANOR - VALLEJO,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,11761,2528136,2966146,0,0,0,-438010
2013,206481018,CRESTWOOD MANOR - VALLEJO,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,12884,3245844,2832284,0,0,0,413560
2012,206481018,CRESTWOOD MANOR - VALLEJO,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,13048,3012574,2724619,18,0,0,287973
2011,206481018,CRESTWOOD MANOR - VALLEJO,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,12787,2758047,2653099,21,0,0,104969
2015,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,33129,13977080,12461345,11380,30994,0,1496121
2014,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,33512,12760876,11327603,-771,1967,0,1430535
2013,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,34021,12078020,11595050,2094,7791,4,477269
2012,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,33515,11539307,10594073,748,17801,-21006,949187
2011,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,33132,11463624,9970001,36613,56239,0,1473997
2015,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,29104,7842147,7125712,18082,0,0,734517
2014,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,25492,6240592,6713518,0,800,0,-473726
2013,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,25567,6086589,6656759,0,0,0,-570170
2012,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,26385,6284448,6872070,0,0,0,-587622
2011,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,26708,6460393,6536198,0,2948,0,-78753
2015,206481105,ORCHARD POST ACUTE CARE,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,23136,8181669,8008306,5432,34219,0,144576
2014,206481105,ORCHARD POST ACUTE CARE,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,24780,8015134,8066255,7,800,0,-51914
2013,206481105,ORCHARD POST ACUTE CARE,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,23338,7828475,7823466,79,0,0,5088
2012,206481105,ORCHARD POST ACUTE CARE,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,23303,7935629,7785810,0,0,0,149819
2011,206481105,ORCHARD POST ACUTE CARE,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,24110,8034089,8419491,457,0,0,-384945
2015,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,36671,12462674,12020882,0,0,0,441792
2014,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,37013,12539170,12762830,18696,0,0,-204964
2013,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,37242,12202087,11301202,72136,0,0,973021
2012,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,38051,12400912,12101419,0,0,0,299493
2011,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,37925,12130380,11303770,0,0,0,826610
2015,206484032,PARADISE VALLEY ESTATES,1/1/2015 0:00,12/31/2015 0:00,Solano,Not-for-Profit,19972,3734655,9326610,6440149,0,0,848194
2014,206484032,PARADISE VALLEY ESTATES,1/1/2014 0:00,12/31/2014 0:00,Solano,Not-for-Profit,20266,4169296,7730078,9934706,0,0,6373924
2013,206484032,PARADISE VALLEY ESTATES,1/1/2013 0:00,12/31/2013 0:00,Solano,Not-for-Profit,20312,4021406,7321874,7755679,0,1273110,3182101
2012,206484032,PARADISE VALLEY ESTATES,1/1/2012 0:00,12/31/2012 0:00,Solano,Not-for-Profit,20516,3689972,6986537,6849555,0,0,3552990
2011,206484032,PARADISE VALLEY ESTATES,1/1/2011 0:00,12/31/2011 0:00,Solano,Not-for-Profit,20186,3962444,6610835,5291471,0,0,2643080
2015,206490931,WINDSOR CARE CENTER OF PETALUMA,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,25464,8626158,9011467,2939,12590,0,-394960
2014,206490931,WINDSOR CARE CENTER OF PETALUMA,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,24857,8094164,8748319,1979,12590,0,-664766
2013,206490931,WINDSOR CARE CENTER OF PETALUMA,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,24921,7620654,8608287,0,0,0,-987633
2012,206490931,WINDSOR CARE CENTER OF PETALUMA,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,24873,8180070,7822274,0,0,0,357796
2011,206490931,WINDSOR CARE CENTER OF PETALUMA,5/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,15300,4752686,4719400,0,0,0,33286
2015,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,61694,22701685,21896586,2278,257510,0,549867
2014,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,60791,21508948,20792678,396,243351,0,473315
2013,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,58621,20532632,20726116,106,800,0,-194178
2012,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,59419,21519825,21406463,228,800,0,112790
2011,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,61766,21669241,21512326,43,800,0,156158
2015,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,15970,4004065,4260796,2,800,0,-257529
2014,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,16602,3917699,4435233,0,800,0,-518334
2013,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,16151,3539742,4146645,13,800,0,-607690
2012,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,16723,4236992,4222165,668,800,0,14695
2011,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,17396,4089069,4543580,248,800,0,-455063
2015,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,11531,4270904,4535380,574115,12641,0,296998
2014,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,11496,4201885,4432250,411516,13705,0,167446
2013,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,11542,3877025,4354377,1307830,12590,0,817888
2012,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,12609,4109485,4356241,15263,7912,0,-239405
2011,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,12207,4246886,4600378,-324737,12430,0,-690659
2015,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,32042,12781772,11478132,-1,7543,0,1296096
2014,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,29860,11768990,11446176,3,-993,0,323810
2013,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,30331,12190515,11673277,464,23070,6,494626
2012,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,30906,12811478,11319727,2915,22797,-40638,1512507
2011,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,29245,12711380,10967262,8452,63236,0,1689334
2015,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,32297,9888732,9806800,0,0,2595,79337
2014,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,32343,8590691,8981293,0,0,0,-390602
2013,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,31883,8217809,8518251,0,0,0,-300442
2012,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,31581,8680748,8244574,0,0,0,436174
2011,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,31124,10275805,9036548,0,0,0,1239257
2015,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,33051,9695391,8432345,-1003,441670,0,820373
2014,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,33725,9422210,8570028,-755,297999,0,553428
2013,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,33213,9053477,9035821,-334,98293,0,-80971
2012,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,33509,8714083,8186413,-2259,183894,0,341517
2011,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,34358,8955438,7982896,-459,340229,0,631854
2015,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,27615,7145424,6471968,-1437,250833,0,421186
2014,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,28531,7028103,6518138,-120,178446,0,331399
2013,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,28786,7307062,6923315,-153,211582,0,172012
2012,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,28660,7048026,6613159,-128,152159,0,282580
2011,206491001,GOLDEN LIVINGCENTER - LONDON HOUSE SONOMA,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,28375,7803756,6796970,1429,352875,0,655340
2015,206491003,CLOVERDALE HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,22181,5742781,5517518,-10,91226,0,134027
2014,206491003,CLOVERDALE HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,21841,5788644,5515517,177,110688,0,162616
2013,206491003,CLOVERDALE HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,21364,5413711,5334483,63,32112,0,47179
2012,206491003,CLOVERDALE HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,22829,5900562,5364096,10149,221379,0,325236
2011,206491003,CLOVERDALE HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,22798,5797786,5378378,7162,172760,0,253810
2015,206491017,BROADWAY VILLA POST ACUTE,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,44655,11689663,10846413,109410,385827,0,566833
2014,206491017,BROADWAY VILLA POST ACUTE,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,42027,10354337,9778191,547,233875,0,342818
2013,206491017,BROADWAY VILLA POST ACUTE,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,40624,9743754,9822565,49,-31898,0,-46864
2012,206491017,BROADWAY VILLA POST ACUTE,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,41042,9828894,10002393,25846,-59799,0,-87854
2011,206491017,BROADWAY VILLA POST ACUTE,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,39087,9528433,9688715,22084,-55969,0,-82229
2015,206491032,"OAKS, THE",1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,21358,5433190,5028106,6492,6182,0,405394
2014,206491032,"OAKS, THE",1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,21455,4965396,4776817,4971,2873,0,190677
2013,206491032,"OAKS, THE",1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,20230,5097238,4777953,5643,4945,0,319983
2012,206491032,"OAKS, THE",1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,20408,5543156,4997327,6676,8468,0,544037
2011,206491032,"OAKS, THE",1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,19818,5466770,4954793,14569,7658,0,518888
2015,206491035,PETALUMA POST-ACUTE REHABILITATION,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,29770,12217335,10630736,9172,26789,0,1568982
2014,206491035,PETALUMA POST-ACUTE REHABILITATION,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,28639,11639490,10620521,1245,-19255,0,1039469
2013,206491035,PETALUMA POST-ACUTE REHABILITATION,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,28113,11026745,11169039,236,10594,-2,-152650
2012,206491035,PETALUMA POST-ACUTE REHABILITATION,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,28302,10977208,10383040,1347,3152,-14979,607342
2011,206491035,PETALUMA POST-ACUTE REHABILITATION,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,26714,10927909,9858226,13054,44827,0,1037910
2015,206491058,PARK VIEW POST ACUTE,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,37774,15393725,12979366,677,978091,0,1436945
2014,206491058,PARK VIEW POST ACUTE,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,34472,12872696,11461644,1358,572025,0,840385
2013,206491058,PARK VIEW POST ACUTE,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,32015,11690854,10558153,288,458860,0,674129
2012,206491058,PARK VIEW POST ACUTE,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,33272,11149855,10427939,-8081,289104,0,424731
2011,206491058,PARK VIEW POST ACUTE,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,34235,12377947,10545623,10651,746405,0,1096570
2015,206491062,SANTA ROSA CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,22504,4601091,4351130,259,22500,0,227720
2014,206491062,SANTA ROSA CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,21909,4153051,4087000,3778,0,0,69829
2013,206491062,SANTA ROSA CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,22483,4260728,4216601,164,0,0,44291
2012,206491062,SANTA ROSA CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,22294,4184207,4293633,0,-1915,0,-107511
2011,206491062,SANTA ROSA CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,22163,4084299,3990840,347,0,0,93806
2015,206491072,SONOMA ACRES CARE CENTER,7/1/2014 0:00,6/30/2015 0:00,Sonoma,Investor Owned,5796,1337026,1250290,0,800,0,85936
2014,206491072,SONOMA ACRES CARE CENTER,12/1/2013 0:00,6/30/2014 0:00,Sonoma,Investor Owned,2816,705691,569035,0,0,0,136656
2013,206491072,SONOMA ACRES CARE CENTER,7/1/2012 0:00,6/30/2013 0:00,Sonoma,Investor Owned,4229,1072886,1717119,2150,800,0,-642883
2012,206491072,SONOMA ACRES CARE CENTER,7/1/2011 0:00,6/30/2012 0:00,Sonoma,Investor Owned,5051,1359299,1744836,1139,800,0,-385198
2011,206491072,SONOMA ACRES CARE CENTER,7/1/2010 0:00,6/30/2011 0:00,Sonoma,Investor Owned,5026,1415690,1658233,-1040,800,0,-244383
2015,206491085,SUMMERFIELD HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,18399,7995859,6933511,519,430461,0,632406
2014,206491085,SUMMERFIELD HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,18606,7381184,6230814,183,465975,0,684578
2013,206491085,SUMMERFIELD HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,17833,6139440,5676850,74,187378,0,275286
2012,206491085,SUMMERFIELD HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,17930,6583948,5780666,-2542,324297,0,476443
2011,206491085,SUMMERFIELD HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,18592,6780663,5707244,429,434909,0,638939
2015,206492251,GOLDEN LIVINGCENTER - PETALUMA,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,32617,9110861,7865412,-2442,435499,0,807508
2014,206492251,GOLDEN LIVINGCENTER - PETALUMA,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,33167,8681701,7860178,-253,287445,0,533825
2013,206492251,GOLDEN LIVINGCENTER - PETALUMA,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,33150,9336771,8303527,-584,453509,0,579151
2012,206492251,GOLDEN LIVINGCENTER - PETALUMA,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,32847,9517766,8179975,-295,468124,0,869372
2011,206492251,GOLDEN LIVINGCENTER - PETALUMA,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,33642,10296004,8442191,-207,648762,0,1204844
2015,206492287,FRIENDS HOUSE,4/1/2014 0:00,3/31/2015 0:00,Sonoma,Not-for-Profit,7552,2216355,4325339,1980765,0,0,-128219
2014,206492287,FRIENDS HOUSE,4/1/2013 0:00,3/31/2014 0:00,Sonoma,Not-for-Profit,7084,3093354,4047949,477928,0,0,-476667
2013,206492287,FRIENDS HOUSE,4/1/2012 0:00,3/31/2013 0:00,Sonoma,Not-for-Profit,4691,2034141,4025430,1127985,0,0,-863304
2012,206492287,FRIENDS HOUSE,4/1/2011 0:00,3/31/2012 0:00,Sonoma,Not-for-Profit,7258,3592763,3591578,-269424,0,0,-268239
2011,206492287,FRIENDS HOUSE,4/1/2010 0:00,3/31/2011 0:00,Sonoma,Not-for-Profit,6792,3391330,3193079,-26217,0,0,172034
2015,206494001,SPRING LAKE VILLAGE,4/1/2014 0:00,3/31/2015 0:00,Sonoma,Not-for-Profit,23517,7444077,10495892,-1713923,0,0,-4765738
2014,206494001,SPRING LAKE VILLAGE,4/1/2013 0:00,3/31/2014 0:00,Sonoma,Not-for-Profit,22027,7075841,8896716,1376304,0,0,-444571
2013,206494001,SPRING LAKE VILLAGE,4/1/2012 0:00,3/31/2013 0:00,Sonoma,Not-for-Profit,19332,6797939,10212871,6435414,0,0,3020482
2012,206494001,SPRING LAKE VILLAGE,4/1/2011 0:00,3/31/2012 0:00,Sonoma,Not-for-Profit,8720,5997625,9713091,8061305,0,1,4345838
2011,206494001,SPRING LAKE VILLAGE,4/1/2010 0:00,3/31/2011 0:00,Sonoma,Not-for-Profit,6862,4668277,8679103,6831848,0,-1,2821023
2015,206494078,BROOKDALE FOUNTAINGROVE,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,12982,6189492,4670700,-4508031,0,0,-2989239
2014,206494078,BROOKDALE FOUNTAINGROVE,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,13413,7210466,5096153,-3726693,0,0,-1612380
2013,206494078,BROOKDALE FOUNTAINGROVE,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,12508,6565567,5042914,-2325839,0,0,-803186
2012,206494078,BROOKDALE FOUNTAINGROVE,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,14940,6899218,5447424,-1904000,0,0,-452206
2011,206494078,BROOKDALE FOUNTAINGROVE,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,13707,6117847,4808425,-1586603,0,0,-277181
2015,206500806,BRANDEL MANOR,8/1/2014 0:00,1/31/2015 0:00,Stanislaus,Not-for-Profit,24333,6001311,6435178,0,0,0,-433867
2015,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,41504,10832431,11129947,2085,0,0,-295431
2014,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,42636,10301743,10239026,1328,0,0,64045
2013,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,41836,9771318,9840940,111,0,0,-69511
2012,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,41427,9699022,9796605,388,0,0,-97195
2014,206514003,"FOUNTAINS, THE",7/1/2013 0:00,6/30/2014 0:00,Sutter,Not-for-Profit,48340,13342460,15795999,5335908,0,0,2882369
2011,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,40606,9439925,9635175,472,0,0,-194778
2015,206500821,CASA DE MODESTO,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Not-for-Profit,20605,4512443,5073454,643975,0,0,82964
2014,206500821,CASA DE MODESTO,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Not-for-Profit,20025,4603530,4736116,933157,0,0,800571
